country_code,iata,latitude,longitude
CN,HSC,24.9786,113.421
CN,HUZ,23.05,114.6
CN,MXZ,24.35,116.133
CN,SWA,23.552,116.503
CN,SZX,22.6393,113.811
CN,XIN,24.1492,115.758
CN,ZHA,21.2144,110.358
CN,ZUH,22.0064,113.376
CN,AEB,23.7206,106.96
CN,BHY,21.5394,109.294
CN,HCJ,24.805,107.7
CN,KWL,25.2181,110.039
CN,LZH,24.2075,109.391
CN,NNG,22.6083,108.172
CN,WUZ,23.4567,111.248
CN,YLX,22.4382,110.1187
CN,ACX,25.0864,104.959
CN,AVA,26.2606,105.873
CN,BFJ,27.2671,105.472
CN,HZH,26.3222,109.15
CN,KJH,26.972,107.988
CN,KWE,26.5385,106.801
CN,LLB,25.4525,107.962
CN,LPF,26.6094,104.979
CN,TEN,27.8833,109.309
CN,WMT,27.8164,106.333
CN,ZYI,27.5895,107.001
CN,BAR,19.1382,110.455
CN,HAK,19.9349,110.459
CN,SYX,18.3029,109.412
CN,BPE,39.6664,119.059
CN,CDE,41.1225,118.074
CN,HDG,36.5258,114.426
CN,SJW,38.2807,114.697
CN,TVS,39.7178,118.003
CN,XNT,36.8831,114.429
CN,ZQZ,40.7386,114.93
CN,DQA,46.7464,125.141
CN,DTU,48.445,126.133
CN,FYJ,48.1995,134.366
CN,HEK,50.1716,127.309
CN,HRB,45.6234,126.25
CN,JGD,50.3714,124.118
CN,JMU,46.8434,130.465
CN,JSJ,47.11,132.66
CN,JXA,45.293,131.193
CN,LDS,47.7521,129.019
CN,MDG,44.5241,129.569
CN,NDG,47.2396,123.918
CN,OHE,52.9128,122.43
CN,YLN,46.317,129.567
CN,XAI,32.5414,114.078
CN,AYN,36.1339,114.344
CN,CGO,34.5197,113.841
CN,HQQ,35.8706,114.4618
CN,HSJ,34.8422,113.274
CN,LYA,34.7411,112.388
CN,NNY,32.9808,112.615
CN,EHU,30.3429,115.03
CN,ENH,30.3203,109.485
CN,HPG,31.626,110.34
CN,LHK,32.3894,111.695
CN,SHS,30.3243,112.28
CN,WDS,32.5917,110.908
CN,WUH,30.7838,114.208
CN,XFN,32.1506,112.291
CN,YIH,30.5565,111.48
CN,HCZ,25.7506,112.846
CN,YYA,29.314,113.278
CN,CGD,28.9189,111.64
CN,CSX,28.1892,113.22
CN,DXJ,28.4963,109.5208
CN,DYG,29.1028,110.443
CN,HJJ,27.4411,109.7
CN,HNY,26.9053,112.628
CN,LLF,26.3387,111.61
CN,WGN,26.802,110.642
CN,CZX,31.9197,119.779
CN,HIA,33.7908,119.125
CN,LYG,34.5717,118.874
CN,NKG,31.742,118.862
CN,NTG,32.0708,120.976
CN,RUG,32.2579,120.502
CN,SZV,31.2631,120.401
CN,WUX,31.4944,120.429
CN,XUZ,34.0591,117.555
CN,YNZ,33.4258,120.203
CN,YTY,32.5602,119.717
CN,JDZ,29.3386,117.176
CN,JGS,26.8569,114.737
CN,JIU,29.4769,115.801
CN,KHN,28.865,115.9
CN,KOW,25.8533,114.779
CN,SQD,28.3797,117.964
CN,YIC,27.8025,114.306
CN,CGQ,43.9962,125.685
CN,DBC,45.5053,123.02
CN,JIL,44.0022,126.396
CN,NBS,42.0669,127.602
CN,TNH,42.2539,125.703
CN,YNJ,42.8828,129.451
CN,YSQ,44.9381,124.55
CN,AOG,41.1053,122.854
CN,CHG,41.5381,120.435
CN,CNI,39.2667,122.667
CN,DDG,40.0247,124.286
CN,DLC,38.9657,121.539
CN,JNZ,41.1014,121.062
CN,SHE,41.6398,123.483
CN,XEN,40.5803,120.698
CN,YKH,40.5425,122.359
CN,AEQ,43.8704,120.16
CN,AXF,38.7483,105.589
CN,BAV,40.56,109.997
CN,CIF,42.235,118.908
CN,DSN,39.49,109.861
CN,EJN,42.0155,101.001
CN,ERL,43.4225,112.097
CN,HET,40.8514,111.824
CN,HLD,49.205,119.825
CN,HLH,46.1953,122.008
CN,HUO,45.4872,119.407
CN,NZH,49.5667,117.33
CN,NZL,47.8658,122.768
CN,RHT,39.225,101.546
CN,RLK,40.926,107.743
CN,TGO,43.5567,122.2
CN,UCB,41.1297,113.108
CN,WUA,39.7934,106.799
CN,WZQ,41.4596,108.535
CN,XIL,43.9156,115.964
CN,YIE,47.3106,119.912
CN,GYU,36.0789,106.217
CN,INC,38.3228,106.393
CN,ZHY,37.5731,105.154
CN,HBQ,38.012,100.644
CN,GMQ,34.4181,100.301
CN,GOQ,36.4006,94.7861
CN,HTT,38.202,90.8415
CN,HXD,37.1253,97.2687
CN,XNN,36.5275,102.043
CN,YUS,32.8364,97.0364
CN,AKA,32.7081,108.931
CN,ENY,36.6369,109.554
CN,HZG,33.1341,107.206
CN,SIA,34.3767,109.12
CN,UYN,38.3597,109.591
CN,XIY,34.4471,108.752
CN,HZA,35.2133,115.737
CN,DOY,37.5086,118.788
CN,JNG,35.2928,116.347
CN,LYI,35.0461,118.412
CN,PNJ,42.4464,119.574
CN,RIZ,35.405,119.324
CN,TAO,36.2661,120.374
CN,TNA,36.8572,117.216
CN,WEF,36.6467,119.119
CN,WEH,37.1871,122.229
CN,YNT,37.6572,120.987
CN,PVG,31.1434,121.805
CN,SHA,31.1979,121.336
CN,CIH,36.2475,113.126
CN,DAT,40.0603,113.482
CN,LFQ,36.1326,111.641
CN,LLV,37.6833,111.143
CN,SZH,39.273,112.6911
CN,TYN,37.7469,112.628
CN,WUT,38.5975,112.969
CN,YCU,35.1164,111.031
CN,DZH,31.04,107.44
CN,AHJ,32.5315,102.352
CN,BZX,31.7384,106.645
CN,CTU,30.5785,103.947
CN,DAX,31.1302,107.429
CN,DCY,29.3231,100.053
CN,GHN,30.9485,104.33
CN,GYS,32.3911,105.702
CN,GZG,31.7579,99.5525
CN,JZH,32.8533,103.682
CN,KGT,30.1575,101.735
CN,LZG,31.5077,106.0426
CN,LZO,29.03,105.47
CN,MIG,31.4281,104.741
CN,NAO,30.7955,106.163
CN,PZI,26.54,101.799
CN,TFU,30.319,104.445
CN,XIC,27.9891,102.184
CN,YBP,28.8006,104.545
CN,TSN,39.1244,117.346
CN,AAT,47.7499,88.0858
CN,ACF,40.4394,81.2601
CN,AKU,41.2625,80.2917
CN,BPL,44.895,82.3
CN,FYN,46.8042,89.512
CN,HMI,42.8414,93.6692
CN,HQL,37.6628,75.292
CN,HTN,37.0385,79.8649
CN,IQM,38.2336,85.4656
CN,JBK,44.183,89.5945
CN,KCA,41.6779,82.8729
CN,KHG,39.5429,76.02
CN,KJI,48.2223,86.9959
CN,KRL,41.6978,86.1289
CN,KRY,45.4665,84.9527
CN,NLT,43.4318,83.3786
CN,QSZ,38.2811,77.0752
CN,RQA,38.9747,88.0083
CN,SHF,44.2421,85.8905
CN,SXJ,42.9117,90.2475
CN,TCG,46.6725,83.3408
CN,TLQ,43.0308,89.0987
CN,TWC,39.8893,79.2322
CN,URC,43.9071,87.4742
CN,YIN,43.9558,81.3303
CN,YTW,36.812,81.7817
CN,ZFL,43.0927,81.2247
CN,BPX,30.5536,97.1083
CN,DDR,28.6014,86.8018
CN,LGZ,28.4275,92.3447
CN,LXA,29.2978,90.9119
CN,LZY,29.3033,94.3353
CN,NGQ,32.1,80.0531
CN,RKZ,29.3519,89.3114
CN,BSD,25.0533,99.1683
CN,CWJ,23.2739,99.3736
CN,DIG,27.7936,99.6772
CN,DLU,25.6494,100.319
CN,JHG,21.9739,100.76
CN,JMJ,22.4158,99.7864
CN,KMG,25.1019,102.929
CN,LJG,26.68,100.246
CN,LNJ,23.7381,100.025
CN,LUM,24.4011,98.5317
CN,NLH,27.5403,100.759
CN,SYM,22.7933,100.959
CN,TCZ,24.9381,98.4858
CN,WNH,23.5583,104.326
CN,YUA,25.7375,101.882
CN,ZAT,27.3256,103.755
CN,HGH,30.2295,120.434
CN,HSN,29.9342,122.362
CN,HYN,28.5622,121.429
CN,JUZ,28.9658,118.899
CN,NGB,29.8267,121.462
CN,WNZ,27.9122,120.852
CN,YIW,29.3447,120.032
CO,ACM,-2.14544,-71.7581
CO,AYC,8.6,-73.6167
CO,ECO,-1.75333,-73.2047
CO,LCR,-0.733333,-73.0167
CO,LET,-4.19355,-69.9432
CO,LPD,-1.32861,-69.5797
CO,SSD,-32.7458,-70.705
CO,TCD,-2.89472,-69.7472
CO,ADN,5.69764,-75.8804
CO,AFI,6.91667,-75.0667
CO,APO,7.81196,-76.7164
CO,ARO,8.85705,-76.4244
CO,CAQ,7.96847,-75.1985
CO,EBG,7.59647,-74.8089
CO,EOH,6.22055,-75.5906
CO,IGO,7.68038,-76.6865
CO,MDE,6.16454,-75.4231
CO,NAR,6.21002,-74.5906
CO,NCI,8.45,-76.7833
CO,NPU,8.28597,-76.3804
CO,OTU,7.01037,-74.7155
CO,PBE,6.46034,-74.4105
CO,SJR,8.76667,-76.5333
CO,SMC,8.15,-77.05
CO,TRB,8.07453,-76.7415
CO,ULS,8.65,-76.75
CO,UNC,8.03333,-77.0833
CO,URR,6.32883,-76.1425
CO,ARQ,7.02106,-71.3889
CO,AUC,7.06888,-70.7369
CO,RAV,6.31684,-70.2107
CO,RVE,6.95187,-71.8572
CO,TME,6.45108,-71.7603
CO,BAQ,10.8896,-74.7808
CO,CTG,10.4424,-75.513
CO,MGN,9.28474,-74.8461
CO,MMP,9.79911,-74.786
CO,GCA,2.28333,-74.95
CO,MOY,4.90693,-72.8948
CO,PYA,5.93904,-74.457
CO,RON,6.283,-71.083
CO,SJG,4.65,-73.3333
CO,SOX,5.67732,-72.9703
CO,TAU,5.01281,-72.7424
CO,MZL,5.0296,-75.4647
CO,ACR,-0.5833,-72.4083
CO,AYG,1.54417,-73.9333
CO,CQT,2.03333,-74.2167
CO,CUI,4.66667,-72
CO,FLA,1.58919,-75.5644
CO,SVI,2.15217,-74.7663
CO,TQS,0.7459,-75.234
CO,EYP,5.31911,-72.384
CO,HTZ,6.15,-71.75
CO,NUH,5.65,-72.2
CO,ORC,4.79222,-71.3564
CO,PRE,5.73333,-71.9833
CO,PZA,5.87615,-71.8866
CO,SQE,5.4138,-71.7286
CO,TDA,5.43278,-71.6625
CO,TTM,5.72448,-72.103
CO,GPI,2.57013,-77.8986
CO,LMX,3.05,-77.55
CO,PPN,2.4544,-76.6093
CO,TBD,2.767,-77.667
CO,DZI,10.0966,-73.2337
CO,GRA,8.34197,-73.7057
CO,HAY,8.24722,-73.5819
CO,VUP,10.435,-73.2495
CO,ACD,8.51667,-77.3
CO,BHF,6.55,-77.3263
CO,BSC,6.20292,-77.3947
CO,COG,5.08333,-76.7
CO,CPB,8.63333,-77.35
CO,GGL,8.33333,-77.0833
CO,JUO,6.51667,-76.6
CO,NQU,5.6964,-77.2806
CO,UIB,5.69076,-76.6412
CO,AYA,8.3,-75.15
CO,LRI,9.03333,-75.7
CO,MTB,7.97174,-75.4325
CO,MTR,8.82374,-75.8258
CO,PLC,8.4,-75.6
CO,SCA,8.5,-76.175
CO,EUO,4.38333,-73.2
CO,HRR,3.21667,-75.85
CO,MND,4.51667,-73.2833
CO,PAL,5.48361,-74.6574
CO,BOG,4.70159,-74.1469
CO,MHF,1.75,-69.9167
CO,NAD,2.56667,-67.5833
CO,NBB,3.48333,-69.8
CO,PDA,3.85353,-67.9062
CO,AYI,-0.383333,-72.2667
CO,MFS,1.35,-71.9444
CO,SJE,2.57969,-72.6394
CO,CJD,2.06667,-74.5833
CO,NVA,2.95015,-75.294
CO,PCC,1.91667,-75.1667
CO,PTX,1.85777,-76.0857
CO,SRO,2.21667,-75.25
CO,MCJ,11.2325,-72.4901
CO,RCH,11.5262,-72.926
CO,SJH,10.7667,-73.0167
CO,ELB,9.04554,-73.9749
CO,IVO,10.0167,-74.6833
CO,PLT,9.8,-74.7833
CO,SMR,11.1196,-74.2306
CO,API,4.07607,-73.5627
CO,BAC,4.58333,-72.9667
CO,CCO,4.56417,-71.3364
CO,ELJ,2,-74.1333
CO,GAA,9.04465,-73.0973
CO,GMC,3.62918,-70.3233
CO,LMC,2.1736,-73.7862
CO,URI,3.21667,-74.4
CO,VVC,4.16787,-73.6138
CO,ECR,2.44944,-78.0942
CO,IPI,0.861925,-77.6718
CO,ISD,2.44583,-77.9818
CO,MQR,2.64955,-78.3361
CO,PSO,1.39625,-77.2915
CO,PYN,1.8,-78.1667
CO,TCO,1.81442,-78.7492
CO,CUC,7.92757,-72.5115
CO,OCV,8.31506,-73.3583
CO,TIB,8.63152,-72.7304
CO,LQM,-0.182278,-74.7708
CO,PUU,0.505228,-76.5008
CO,VGZ,0.978767,-76.6056
CO,AXM,4.45278,-75.7664
CO,PEI,4.81267,-75.7395
CO,ADZ,12.5836,-81.7112
CO,PVA,13.3569,-81.3583
CO,AZT,6.81667,-73.2833
CO,BGA,7.1265,-73.1848
CO,CIM,6.367,-73.967
CO,EJA,7.02433,-73.8068
CO,SNT,7.38322,-73.5054
CO,CVE,9.40092,-75.6913
CO,CZU,9.33274,-75.2856
CO,SRS,8.69,-75.156
CO,TLU,9.50945,-75.5854
CO,CPL,3.717,-75.467
CO,GIR,4.27624,-74.7967
CO,IBE,4.42161,-75.1333
CO,MQU,5.21256,-74.8836
CO,PLA,3.3,-75.7
CO,ACL,4.75361,-73.0028
CO,BUN,3.81963,-76.9898
CO,CLO,3.54322,-76.3816
CO,CRC,4.75818,-75.9557
CO,ULQ,4.08836,-76.2351
CO,ARF,0.533333,-70.1333
CO,CUO,1.0136,-71.2961
CO,MFB,0.633333,-69.75
CO,MIX,-1.13333,-70.25
CO,MVP,1.25366,-70.2339
CO,VAB,1.11667,-70.75
CO,CSR,5.83333,-68.1333
CO,LGT,4.54972,-70.925
CO,LPE,3.73333,-76.2167
CO,PCR,6.18472,-67.4932
CO,SSL,5.1309,-70.8682
CR,FON,10.478,-84.6345
CR,LSL,11.0353,-84.7061
CR,RFR,10.3274,-83.8876
CR,SJO,9.99386,-84.2088
CR,UPL,10.8922,-85.0162
CR,CSC,10.4307,-85.1746
CR,LIR,10.5933,-85.5444
CR,NCT,10.1394,-85.4458
CR,NOB,9.97649,-85.653
CR,PBP,9.85611,-85.3708
CR,PLD,9.87051,-85.4814
CR,TNO,10.3135,-85.8155
CR,BCL,10.7687,-83.5856
CR,GPL,10.2172,-83.797
CR,LIO,9.95796,-83.022
CR,TTQ,10.42,-83.6095
CR,ACO,9.6921,-85.0966
CR,BAI,9.16395,-83.3302
CR,DRK,8.71889,-83.6417
CR,GLF,8.65401,-83.1822
CR,JAP,9.98141,-84.7727
CR,OTR,8.60156,-82.9686
CR,PJM,8.53333,-83.3
CR,PMZ,8.95103,-83.4686
CR,TMU,9.73852,-85.0138
CR,TOO,8.82611,-82.9589
CR,XQP,9.44316,-84.1298
CR,IPZ,9.34861,-83.7125
CR,SYQ,9.95705,-84.1398
CU,UPB,23.0328,-82.5794
CU,CMW,21.4203,-77.8475
CU,AVI,22.0271,-78.7896
CU,CCC,22.461,-78.3284
CU,CFG,22.15,-80.4142
CU,BYM,20.3964,-76.6214
CU,MZO,20.2881,-77.0892
CU,BCA,20.3653,-74.5062
CU,GAO,20.0853,-75.1583
CU,NBW,19.9065,-75.2071
CU,UMA,20.2506,-74.1505
CU,HOG,20.7856,-76.3151
CU,MOA,20.6539,-74.9222
CU,CYO,21.6165,-81.546
CU,GER,21.8347,-82.7838
CU,SZJ,21.6425,-82.9551
CU,HAV,22.9892,-82.4091
CU,VTU,20.9876,-76.9358
CU,VRA,23.0344,-81.4353
CU,VRO,23.124,-81.3016
CU,LCL,22.3361,-83.6419
CU,SNJ,22.0953,-84.152
CU,TND,21.7883,-79.9972
CU,USS,21.9704,-79.4427
CU,SCU,19.9698,-75.8354
CU,BWW,22.6213,-79.1472
CU,SNU,22.4922,-79.9436
CV,BVC,16.1365,-22.8889
CV,BVR,14.8643,-24.746
CV,MMO,15.1559,-23.2137
CV,RAI,14.9245,-23.4935
CV,NTO,17.2028,-25.0906
CV,SNE,16.5884,-24.2847
CV,SID,16.7414,-22.9494
CV,MTI,15.045,-24.3392
CV,SFL,14.885,-24.48
CV,VXE,16.8332,-25.0553
CW,CUR,12.1889,-68.9598
CX,XCH,-10.4506,105.69
CY,GEC,35.2359,33.7244
CY,LCA,34.8751,33.6249
CY,ECN,35.1547,33.4961
CY,AKT,34.5904,32.9879
CY,PFO,34.718,32.4857
CZ,JCL,48.9464,14.4275
CZ,BRQ,49.1513,16.6944
CZ,KLV,50.203,12.915
CZ,MKA,49.9228,12.7247
CZ,OSR,49.6963,18.1111
CZ,ZBE,49.9283,18.0783
CZ,OLO,49.5878,17.2108
CZ,PRV,49.4258,17.4047
CZ,PED,50.0134,15.7386
CZ,PRG,50.1008,14.26
CZ,VOD,50.2166,14.3958
CZ,GTW,49.3144,17.5689
CZ,UHE,49.0294,17.4397
DE,FDH,47.6713,9.51149
DE,FKB,48.7794,8.0805
DE,HDB,49.3924,8.65193
DE,LHA,48.3693,7.82772
DE,MHG,49.4731,8.51417
DE,STR,48.6899,9.22196
DE,AGB,48.4253,10.9317
DE,BYU,49.985,11.64
DE,FEL,48.2056,11.2669
DE,FMM,47.9888,10.2395
DE,GHF,49.6481,9.96639
DE,HOQ,50.2886,11.8564
DE,IGS,48.7157,11.534
DE,ILH,49.4739,10.3881
DE,KZG,49.7431,10.2006
DE,MUC,48.3538,11.7861
DE,NUE,49.4987,11.0781
DE,OBF,48.0814,11.2831
DE,RBM,48.9008,12.5167
DE,URD,49.7942,11.1336
DE,TXL,52.5597,13.2877
DE,BER,52.3514,13.4939
DE,CBU,51.8894,14.5319
DE,,52.5799,13.9156
DE,BRE,53.0475,8.78667
DE,BRV,53.5069,8.57278
DE,HAM,53.6304,9.98823
DE,XFW,53.5353,9.83556
DE,FRA,50.0333,8.57056
DE,FRZ,51.1146,9.286
DE,KSF,51.4173,9.38497
DE,WIE,50.0498,8.3254
DE,BBH,54.3383,12.7105
DE,FNB,53.6022,13.306
DE,GTI,54.3833,13.3256
DE,HDF,53.8787,14.1523
DE,PEF,54.1578,13.7744
DE,REB,53.3064,12.7522
DE,RLG,53.9182,12.2783
DE,SZW,53.427,11.7834
DE,AGE,53.7828,7.91389
DE,BMK,53.5964,6.70917
DE,BMR,53.7247,7.37333
DE,BWE,52.3192,10.5561
DE,EME,53.3911,7.2275
DE,FCN,53.7677,8.6585
DE,HAJ,52.4611,9.68508
DE,JUI,53.6811,7.05583
DE,LGO,53.7425,7.49778
DE,NOD,53.6331,7.19028
DE,NRD,53.7069,7.23
DE,VAC,52.9083,8.04056
DE,WVN,53.5022,8.05222
DE,XLW,53.1447,8.62444
DE,AAH,50.8231,6.18639
DE,BFE,51.9647,8.54444
DE,CGN,50.8659,7.14274
DE,ZCV,51.616,6.861167
DE,DTM,51.5183,7.61224
DE,DUS,51.2895,6.76678
DE,ESS,51.4023,6.93733
DE,FMO,52.1346,7.68483
DE,GKE,50.9608,6.04242
DE,GUT,51.9228,8.30633
DE,MGL,51.2303,6.50444
DE,NRN,51.6024,6.14217
DE,PAD,51.6141,8.61632
DE,SGE,50.7077,8.08297
DE,BBJ,49.9453,6.565
DE,HHN,49.9487,7.26389
DE,RMS,49.4369,7.60028
DE,SPM,49.9727,6.6925
DE,ZQW,49.2094,7.40056
DE,SCN,49.2146,7.10951
DE,DRS,51.1328,13.7672
DE,IES,51.2936,13.3561
DE,LEJ,51.4239,12.2364
DE,CSO,51.8564,11.4203
DE,KOQ,51.7211,11.9528
DE,ZHZ,51.5527,12.054
DE,EUM,54.0794,9.94139
DE,FLF,54.7733,9.37889
DE,GWT,54.9132,8.34047
DE,HEI,54.1533,8.90167
DE,HGL,54.1853,7.91583
DE,,54.244434,11.02376
DE,,54.244434,11.02376
DE,KEL,54.3794,10.1453
DE,LBC,53.8054,10.7192
DE,OHR,54.6844,8.52833
DE,PSH,54.3089,8.68694
DE,QHU,54.51,9.13833
DE,WBG,54.4593,9.51633
DE,AOC,50.9819,12.5064
DE,EIB,50.9916,10.4797
DE,ERF,50.9798,10.9581
DJ,AII,11.1469,42.72
DJ,JIB,11.5473,43.1595
DJ,OBC,11.967,43.267
DJ,MHI,11.7167,43.2
DJ,TDJ,11.783,42.917
DK,CPH,55.6179,12.656
DK,RNN,55.0633,14.7596
DK,AAR,56.3,10.619
DK,KRP,56.2975,9.12463
DK,SQW,56.5502,9.17298
DK,STA,55.9901,8.35391
DK,AAL,57.0928,9.84924
DK,BYR,57.2772,11.0001
DK,CNL,57.5035,10.2294
DK,TED,57.0688,8.70522
DK,MRW,54.6993,11.4401
DK,RKE,55.5856,12.1314
DK,BLL,55.7403,9.15178
DK,EBJ,55.5259,8.5534
DK,ODE,55.4767,10.3309
DK,SGD,54.9644,9.79173
DK,SKS,55.221,9.26702
DM,DOM,15.547,-61.3
DM,DCF,15.3367,-61.3922
DO,BRX,18.2515,-71.1204
DO,JBQ,18.5725,-69.9856
DO,PUJ,18.5674,-68.3634
DO,COZ,18.9075,-70.7219
DO,SDQ,18.4297,-69.6689
DO,CBJ,17.929,-71.6448
DO,POP,19.7579,-70.57
DO,AZS,19.267,-69.742
DO,EPS,19.3214,-69.4959
DO,STI,19.4061,-70.6047
DZ,AZR,27.8376,-0.186414
DZ,BMW,21.375,0.923889
DZ,TMX,29.2371,0.276033
DZ,ALG,36.691,3.21541
DZ,AAE,36.8222,7.80917
DZ,BLJ,35.7521,6.30859
DZ,CBH,31.6457,-2.26986
DZ,BJA,36.712,5.06992
DZ,BSK,34.7933,5.73823
DZ,CFK,36.2127,1.33177
DZ,CZL,36.276,6.62039
DZ,BUJ,35.3325,4.20639
DZ,EBH,33.7217,1.0925
DZ,ELU,33.5114,6.77679
DZ,ELG,30.5713,2.85959
DZ,GHA,32.3841,3.79411
DZ,DJG,24.2928,9.45244
DZ,IAM,28.0515,9.64291
DZ,VVZ,26.7235,8.62265
DZ,GJL,36.7951,5.87361
DZ,HRM,32.9304,3.31154
DZ,LOO,33.7644,2.92834
DZ,MUW,35.2077,0.147142
DZ,MQV,35.9088,0.149383
DZ,MZW,33.5359,-0.242353
DZ,ORN,35.6239,-0.621183
DZ,TAF,35.5424,-0.532278
DZ,HME,31.673,6.14044
DZ,OGX,31.9172,5.41278
DZ,TGR,33.0678,6.08867
DZ,QSF,36.1781,5.32449
DZ,BFW,35.1718,-0.593275
DZ,SKI,36.8641,6.9516
DZ,INF,19.567,5.75
DZ,INZ,27.251,2.51202
DZ,TMR,22.8115,5.45108
DZ,TEE,35.4316,8.12072
DZ,TID,35.3411,1.46315
DZ,TIN,27.7004,-8.1671
DZ,TLM,35.0167,-1.45
EC,CUE,-2.88947,-78.9844
EC,TUA,0.809506,-77.7081
EC,LTX,-0.906833,-78.6158
EC,ETR,-3.44199,-79.997
EC,MCH,-3.2689,-79.9616
EC,ESM,0.978519,-79.6266
EC,GPS,-0.453758,-90.2659
EC,IBB,-0.942628,-90.953
EC,SCY,-0.910206,-89.6174
EC,GYE,-2.15742,-79.8836
EC,LOH,-3.99589,-79.3719
EC,MRR,-4.37823,-79.941
EC,BHA,-0.608111,-80.4027
EC,JIP,-1,-80.6667
EC,MEC,-0.946078,-80.6788
EC,PVO,-1.04165,-80.4722
EC,MZD,-2.73333,-78.3167
EC,SUQ,-2.483,-78.167
EC,TSC,-2.38167,-77.5028
EC,XMS,-2.29917,-78.1208
EC,TNW,-1.05972,-77.5833
EC,OCC,-0.462886,-76.9868
EC,TPN,-0.776111,-75.5264
EC,PTZ,-1.50524,-78.0627
EC,UIO,-0.129167,-78.3575
EC,SNC,-2.20499,-80.9889
EC,LGQ,0.093056,-76.8675
EC,PYO,0.115949,-75.8502
EC,TPC,-0.122956,-76.3378
EC,ATF,-1.21207,-78.5746
EE,TLL,59.4133,24.8328
EE,KDL,58.9908,22.8307
EE,EPU,58.419,24.4728
EE,URE,58.2299,22.5095
EE,TAY,58.3075,26.6904
EG,HRG,27.1783,33.7994
EG,RMF,25.5571,34.5837
EG,ALY,31.1839,29.9489
EG,HBE,30.9177,29.6964
EG,SPX,30.1097,30.8944
EG,EMY,28.1013,30.7303
EG,CAI,30.1219,31.4056
EG,LXR,25.671,32.7066
EG,DAK,25.4116,29.0031
EG,GSQ,22.5857,28.7166
EG,UVL,25.4736,30.5907
EG,TFR,30.3,31.75
EG,ABS,22.376,31.6117
EG,ASW,23.9644,32.82
EG,ATZ,27.0465,31.012
EG,PSD,31.2794,32.24
EG,AUE,28.899,33.2025
EG,ELT,28.209,33.6455
EG,SKV,28.6853,34.0625
EG,SSH,27.9773,34.395
EG,TCP,29.5878,34.7781
EG,DBB,30.9245,28.4614
EG,MUH,31.3254,27.2217
EG,SEW,29.3455,25.5067
EG,SQK,31.4666,25.878
EG,AAC,31.0733,33.8358
EG,HMB,26.3428,31.7428
ER,ASM,15.2919,38.9107
ER,ASA,13.0718,42.645
ER,TES,15.1043,36.6817
ER,MSW,15.67,39.3701
ES,AGP,36.6749,-4.49911
ES,GRX,37.1887,-3.77736
ES,LEI,36.8439,-2.3701
ES,ODB,37.842,-4.84888
ES,OZP,37.1749,-5.61594
ES,ROZ,36.6452,-6.34946
ES,SVQ,37.418,-5.89311
ES,XRY,36.7446,-6.06011
ES,HSK,42.0761,-0.316667
ES,TEV,40.403,-1.2183
ES,ZAZ,41.6662,-1.04155
ES,OVD,43.5636,-6.03462
ES,ACE,28.9455,-13.6052
ES,FUE,28.4527,-13.8638
ES,GMZ,28.0296,-17.2146
ES,LPA,27.9319,-15.3866
ES,SPC,28.6265,-17.7556
ES,TFN,28.4847,-16.3439
ES,TFS,28.046,-16.5728
ES,VDE,27.8148,-17.8871
ES,SDR,43.4271,-3.82001
ES,CQM,38.8564,-3.97
ES,LEN,42.589,-5.65556
ES,RGS,42.3576,-3.62076
ES,SLM,40.9521,-5.50199
ES,VLL,41.7061,-4.85194
ES,ABC,38.9485,-1.86352
ES,BCN,41.2971,2.07846
ES,GRO,41.901,2.76055
ES,ILD,41.7282,0.535023
ES,LEU,42.3386,1.40917
ES,REU,41.1474,1.16717
ES,BJZ,38.8913,-6.82133
ES,LCG,43.3021,-8.37726
ES,SCQ,42.8963,-8.41514
ES,VGO,42.2318,-8.62677
ES,IBZ,38.8729,1.37312
ES,MAH,39.8626,4.21865
ES,PMI,39.5517,2.73881
ES,,39.862222,4.258333
ES,,39.598889,2.702778
ES,RJL,42.461,-2.32224
ES,MAD,40.4719,-3.56264
ES,TOJ,40.4967,-3.44587
ES,MLN,35.2798,-2.95626
ES,MJV,37.775,-0.812389
ES,RMU,37.803,-1.125
ES,PNA,42.77,-1.64633
ES,BIO,43.3011,-2.91061
ES,EAS,43.3565,-1.79061
ES,VIT,42.8828,-2.72447
ES,ALC,38.2822,-0.558156
ES,CDT,40.2139,0.073333
ES,VLC,39.4893,-0.481625
ET,ADD,8.97778,38.7994
ET,SZE,11.7875,40.9915
ET,BJR,11.6081,37.3216
ET,DBM,10.35,37.717
ET,DBT,11.967,38
ET,DSE,11.0825,39.7114
ET,ETE,12.933,36.167
ET,GDQ,12.5199,37.434
ET,LLI,11.975,38.98
ET,MKS,10.7254,38.7415
ET,OTA,11.083,37.867
ET,PWI,11.3126,36.4164
ET,ASO,10.0185,34.5863
ET,DIR,9.6247,41.8542
ET,GMB,8.12876,34.5631
ET,ALK,7.96213,39.1283
ET,BEI,9.38639,34.5219
ET,DEM,8.554,34.858
ET,EGL,5.2897,39.7023
ET,FNH,9.583,37.35
ET,GNN,7.15,40.717
ET,GOB,7.11606,40.0463
ET,GOR,8.1614,35.5529
ET,JIM,7.66609,36.8166
ET,MZX,6.35,39.7167
ET,NDM,9.767,35.1
ET,NEJ,9.55,35.467
ET,NEK,9.05,36.6
ET,SKR,5.6923,38.9764
ET,XBL,8.456,36.352
ET,ABK,6.734,44.253
ET,DGC,8.234,43.5673
ET,GDE,5.93513,43.5786
